_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees,corrDirection,endX1,endY1,endX1Norm,endY1Norm,endX1NormToHandle,saccLat1,endX2,endY2,endX2Norm,endY2Norm,endX2NormToHandle,saccLat2,endX3,endY3,endX3Norm,endY3Norm,endX3NormToHandle,saccLat3
NA,NA,overlap,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,502.0,502.0,0.0,0.0,502.0,0.0,5.0,502.0,0.0,0.0,0.0,502.0,5.0,0.0,502.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,333.545485414,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,roller,NA,NA,30.0,symm_kitchen_roller,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,8.2230146991,-8.2230146991,384.0,0.0,384.0,231.0,6.0,correction awayHandle,48.0,-222.0,0.256684491979,-8.22222222222,0.256684491979,89.9,-26.0,-218.0,-0.139037433155,-8.07407407407,-0.139037433155,342.8,5.0,-235.0,0.0267379679144,-8.7037037037,0.0267379679144,1961.0
NA,NA,opposite,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,503.0,503.0,0.0,0.0,503.0,0.0,5.0,503.0,0.0,0.0,0.0,503.0,5.0,0.0,503.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,391.367247475,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,mallet,NA,NA,27.0,asymm_garage_mallet,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,38.4177872267,-38.4177872267,384.0,0.0,384.0,-230.0,-7.0,correction awayHandle,22.0,220.0,0.135245901639,3.3,-0.135245901639,164.5,-2.0,256.0,-0.0122950819672,3.84,0.0122950819672,3862.0,,,,,,
NA,NA,overlap,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,504.0,504.0,0.0,0.0,504.0,0.0,5.0,504.0,0.0,0.0,0.0,504.0,5.0,0.0,504.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,525.591662813,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,29.0,asymm_kitchen_peeler,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,3.9751845897,-3.9751845897,384.0,0.0,384.0,-220.0,-7.0,correction awayHandle,53.0,219.0,0.366359447005,9.95454545455,0.366359447005,90.8,-21.0,223.0,-0.145161290323,10.1363636364,-0.145161290323,466.0,3.0,208.0,0.0207373271889,9.45454545455,0.0207373271889,2359.3
NA,NA,opposite,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,505.0,505.0,0.0,0.0,505.0,0.0,5.0,505.0,0.0,0.0,0.0,505.0,5.0,0.0,505.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,383.831278182,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,washingbrush,NA,NA,27.0,asymm_kitchen_washingbrush,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,33.9895188539,-33.9895188539,384.0,0.0,384.0,-228.0,-7.0,correction awayHandle,27.0,221.0,0.153119092628,5.1,-0.153119092628,219.4,,,,,,,,,,,,
NA,NA,overlap,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,506.0,506.0,0.0,0.0,506.0,0.0,5.0,506.0,0.0,0.0,0.0,506.0,5.0,0.0,506.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,479.375063505,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,carrot,NA,NA,27.0,symm_kitchen_carrot,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,11.7403457719,-11.7403457719,384.0,0.0,384.0,178.0,5.0,correction awayHandle,34.0,-183.0,0.235023041475,-5.60204081633,0.235023041475,90.5,-33.0,-169.0,-0.228110599078,-5.17346938776,-0.228110599078,572.9,78.0,-177.0,0.539170506912,-5.41836734694,0.539170506912,2300.5
NA,NA,control,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,507.0,507.0,0.0,0.0,507.0,0.0,5.0,507.0,0.0,0.0,0.0,507.0,5.0,0.0,507.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,464.477194967,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,hammer,NA,NA,30.0,asymm_garage_hammer,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-49.2380396484,49.2380396484,384.0,0.0,384.0,-190.0,-6.0,correction awayHandle,-16.0,198.0,-0.0965794768612,3.07772020725,-0.0965794768612,90.9,69.0,194.0,0.416498993964,3.01554404145,0.416498993964,218.8,112.0,186.0,0.676056338028,2.89119170984,0.676056338028,1987.0
NA,NA,opposite,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,508.0,508.0,0.0,0.0,508.0,0.0,5.0,508.0,0.0,0.0,0.0,508.0,5.0,0.0,508.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,514.607136159,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,28.0,asymm_kitchen_knife,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,3.1534946827,-3.1534946827,384.0,0.0,384.0,197.0,5.0,correction awayHandle,60.0,-196.0,0.340264650284,-9.1875,-0.340264650284,90.4,4.0,-196.0,0.0226843100189,-9.1875,-0.0226843100189,550.2,20.0,-188.0,0.113421550095,-8.8125,-0.113421550095,2513.9
NA,NA,control,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,509.0,509.0,0.0,0.0,509.0,0.0,5.0,509.0,0.0,0.0,0.0,509.0,5.0,0.0,509.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,404.080975907,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,30.0,asymm_kitchen_fork,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-32.1684136693,32.1684136693,384.0,0.0,384.0,-228.0,-7.0,correction awayHandle,93.0,221.0,0.497326203209,6.83505154639,0.497326203209,198.5,-11.0,221.0,-0.0588235294118,6.83505154639,-0.0588235294118,465.9,,,,,,
NA,NA,control,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,510.0,510.0,0.0,0.0,510.0,0.0,5.0,510.0,0.0,0.0,0.0,510.0,5.0,0.0,510.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,434.650910157,psycho,bouton 1,bouton 2,French,black,32.0,F,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,ruler,NA,NA,29.0,symm_garage_ruler,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,6.9911555367,-6.9911555367,384.0,0.0,384.0,220.0,6.0,correction awayHandle,-20.0,-224.0,-0.11320754717,-6.85714285714,0.11320754717,149.8,65.0,-227.0,0.367924528302,-6.94897959184,-0.367924528302,278.4,-82.0,-229.0,-0.464150943396,-7.01020408163,0.464150943396,658.4
NA,NA,opposite,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,511.0,511.0,0.0,0.0,511.0,0.0,5.0,511.0,0.0,0.0,0.0,511.0,5.0,0.0,511.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,383.423369115,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,leveller,NA,NA,29.0,symm_garage_leveller,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,8.226194568,-8.226194568,384.0,0.0,384.0,228.0,6.0,correction awayHandle,37.0,-219.0,0.222891566265,-5.76315789474,-0.222891566265,195.7,-16.0,-229.0,-0.0963855421687,-6.02631578947,0.0963855421687,4245.8,,,,,,
NA,NA,opposite,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,512.0,512.0,0.0,0.0,512.0,0.0,5.0,512.0,0.0,0.0,0.0,512.0,5.0,0.0,512.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,385.644264395,psycho,bouton 1,bouton 2,French,black,32.0,B,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,wrench,NA,NA,28.0,asymm_garage_wrench,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-26.7202121273,26.7202121273,384.0,0.0,384.0,185.0,5.0,correction awayHandle,-32.0,-191.0,-0.181818181818,-5.96875,-0.181818181818,89.7,16.0,-170.0,0.0909090909091,-5.3125,0.0909090909091,2142.2,-63.0,-154.0,-0.357954545455,-4.8125,-0.357954545455,2585.2
NA,NA,overlap,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,513.0,513.0,0.0,0.0,513.0,0.0,5.0,513.0,0.0,0.0,0.0,513.0,5.0,0.0,513.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,392.050526118,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon2,NA,NA,29.0,asymm_kitchen_spoon2,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,2.317505638,-2.317505638,384.0,0.0,384.0,-185.0,-6.0,correction awayHandle,47.0,189.0,0.267045454545,4.4296875,0.267045454545,89.8,-27.0,171.0,-0.153409090909,4.0078125,-0.153409090909,288.0,-4.0,195.0,-0.0227272727273,4.5703125,-0.0227272727273,2238.1
NA,NA,control,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,514.0,514.0,0.0,0.0,514.0,0.0,5.0,514.0,0.0,0.0,0.0,514.0,5.0,0.0,514.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,321.117784433,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,paintbrush,NA,NA,30.0,asymm_garage_paintbrush,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-33.2045987775,33.2045987775,384.0,0.0,384.0,183.0,5.0,correction awayHandle,-9.0,-180.0,-0.0510396975425,-5.56701030928,-0.0510396975425,176.9,66.0,-173.0,0.374291115312,-5.35051546392,0.374291115312,440.3,27.0,-170.0,0.153119092628,-5.25773195876,0.153119092628,3882.2
NA,NA,control,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,515.0,515.0,0.0,0.0,515.0,0.0,5.0,515.0,0.0,0.0,0.0,515.0,5.0,0.0,515.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,377.868046437,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel2,NA,NA,29.0,asymm_garage_chisel2,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,1.2057513206,-1.2057513206,384.0,0.0,384.0,181.0,5.0,correction awayHandle,20.0,-176.0,0.115384615385,-6.0,0.115384615385,91.1,-69.0,-170.0,-0.398076923077,-5.79545454545,-0.398076923077,149.8,75.0,-181.0,0.432692307692,-6.17045454545,0.432692307692,403.1
NA,NA,opposite,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,516.0,516.0,0.0,0.0,516.0,0.0,5.0,516.0,0.0,0.0,0.0,516.0,5.0,0.0,516.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,404.148439195,psycho,bouton 1,bouton 2,French,black,32.0,B,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,roller,NA,NA,31.0,symm_kitchen_roller,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-9.0084671408,9.0084671408,384.0,0.0,384.0,197.0,5.0,correction awayHandle,-30.0,-192.0,-0.160427807487,-7.11111111111,-0.160427807487,200.9,37.0,-199.0,0.197860962567,-7.37037037037,0.197860962567,1629.1,,,,,,
NA,NA,control,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,517.0,517.0,0.0,0.0,517.0,0.0,5.0,517.0,0.0,0.0,0.0,517.0,5.0,0.0,517.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,438.898415553,psycho,bouton 1,bouton 2,French,black,32.0,F,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,mallet,NA,NA,28.0,asymm_garage_mallet,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,36.4525052012,-36.4525052012,384.0,0.0,384.0,-227.0,-7.0,correction awayHandle,17.0,225.0,0.104508196721,3.375,-0.104508196721,93.1,-67.0,225.0,-0.411885245902,3.375,0.411885245902,256.2,-10.0,256.0,-0.0614754098361,3.84,0.0614754098361,2459.8
NA,NA,opposite,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,518.0,518.0,0.0,0.0,518.0,0.0,5.0,518.0,0.0,0.0,0.0,518.0,5.0,0.0,518.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,349.537916912,psycho,bouton 1,bouton 2,French,black,32.0,B,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,30.0,asymm_kitchen_peeler,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,0.4901505223,-0.4901505223,384.0,0.0,384.0,-199.0,-6.0,correction awayHandle,-38.0,187.0,-0.26267281106,8.5,-0.26267281106,88.5,51.0,191.0,0.352534562212,8.68181818182,0.352534562212,291.9,-74.0,208.0,-0.511520737327,9.45454545455,-0.511520737327,1531.7
NA,NA,control,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,519.0,519.0,0.0,0.0,519.0,0.0,5.0,519.0,0.0,0.0,0.0,519.0,5.0,0.0,519.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,433.36589352,psycho,bouton 1,bouton 2,French,black,32.0,F,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,washingbrush,NA,NA,28.0,asymm_kitchen_washingbrush,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,30.890600737,-30.890600737,384.0,0.0,384.0,229.0,6.0,correction awayHandle,36.0,-224.0,0.20415879017,-5.16923076923,-0.20415879017,207.0,-67.0,-242.0,-0.379962192817,-5.58461538462,0.379962192817,325.6,,,,,,
NA,NA,overlap,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,520.0,520.0,0.0,0.0,520.0,0.0,5.0,520.0,0.0,0.0,0.0,520.0,5.0,0.0,520.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,411.581455382,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,screwdriver,NA,NA,30.0,asymm_garage_screwdriver,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,59.4625216496,-59.4625216496,384.0,0.0,384.0,-177.0,-6.0,correction towardsHandle,-3.0,171.0,-0.0170132325142,6.33333333333,-0.0170132325142,89.9,-66.0,177.0,-0.374291115312,6.55555555556,-0.374291115312,1437.7,43.0,172.0,0.243856332703,6.37037037037,0.243856332703,2738.9
NA,NA,overlap,NA,white,6.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,5.0,5.0,521.0,521.0,0.0,0.0,521.0,0.0,5.0,521.0,0.0,0.0,0.0,521.0,5.0,0.0,521.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,445.698492513,psycho,bouton 1,bouton 2,French,black,32.0,C,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon,NA,NA,28.0,asymm_kitchen_spoon,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-0.746140124,0.746140124,384.0,0.0,384.0,-172.0,-6.0,correction awayHandle,-61.0,176.0,-0.330922242315,6.51851851852,0.330922242315,229.1,,,,,,,,,,,,
NA,NA,control,NA,white,6.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,5.0,5.0,522.0,522.0,0.0,0.0,522.0,0.0,5.0,522.0,0.0,0.0,0.0,522.0,5.0,0.0,522.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,335.949114738,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,31.0,asymm_garage_chisel,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,24.5764355818,-24.5764355818,384.0,0.0,384.0,187.0,5.0,correction towardsHandle,19.0,-194.0,0.107954545455,-8.08333333333,0.107954545455,89.0,84.0,-198.0,0.477272727273,-8.25,0.477272727273,966.9,55.0,-160.0,0.3125,-6.66666666667,0.3125,2125.9
